LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,CREDIT_UTILIZATION,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,DELAYED_MONTHS_COUNT,actual_default,risk_probability,risk_segment
210000,1,2,1,39,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,8658,8658,1.0,0.0412285714285714,-1.0,-1,0,0,0.27270314118698435,Medium Risk
270000,1,1,1,37,0,0,0,0,0,0,174532,167536,171865,176167,105523,45258,6900,7900,8800,4700,2100,60000,840881,90400,0.1075062939940372,3.114374074074074,0.0,0,0,1,0.24181356920030112,Medium Risk
80000,2,1,2,29,0,0,0,0,0,2,19833,21192,22842,24147,29133,28532,2000,2000,2000,5394,0,5000,145679,16394,0.1125350942826351,1.8209875,0.3333333333333333,2,1,0,0.4257276598800863,High Risk
320000,2,1,2,34,-1,-1,-1,-1,-1,-1,-532,-532,-528,-1336,-1336,-1336,0,4,0,0,0,0,-5600,4,0.0,-0.0175,-1.0,-1,0,0,0.3260954200442549,High Risk
330000,2,2,2,29,0,0,0,0,-1,-1,49549,133957,128212,79407,8875,49880,90000,3000,5000,8875,49880,519,449880,157274,0.3495910020449898,1.3632727272727272,-0.3333333333333333,0,0,0,0.10040973801557437,Low Risk
140000,2,2,2,38,0,0,0,0,0,0,139001,141453,132415,130305,79775,74462,4826,8000,3100,3000,5417,0,697411,24343,0.0349048122269364,4.981507142857143,0.0,0,0,0,0.27706202887688025,Medium Risk
100000,2,2,1,29,0,0,0,0,0,0,118008,116686,113939,111079,107257,105377,5614,5600,5500,4500,5000,6000,672346,32214,0.0479128305961513,6.72346,0.0,0,0,0,0.23067259422395023,Medium Risk
70000,2,2,2,23,0,0,0,0,0,0,49605,51804,53041,55150,57098,59141,3000,2700,3000,3000,3000,4700,325839,19400,0.0595386064897081,4.6548428571428575,0.0,0,0,0,0.23585478112627006,Medium Risk
30000,2,3,2,28,0,0,0,0,-1,-1,25354,24826,25412,21658,980,55,1650,1200,1000,1000,55,0,98285,4905,0.0499058859439385,3.2761666666666667,-0.3333333333333333,0,0,0,0.3073308877836508,High Risk
180000,1,1,2,33,0,0,2,0,0,0,33331,35311,31648,23461,20671,17122,5317,23,208,10,51,0,161544,5609,0.0347211905115634,0.8974666666666666,0.3333333333333333,2,1,0,0.3159390828543148,High Risk
200000,2,1,2,28,0,0,0,0,0,0,106519,107255,111522,114171,115777,118749,4000,6000,6000,5000,5000,11500,673993,37500,0.0556385600443921,3.369965,0.0,0,0,0,0.14329719704035643,Low Risk
50000,2,2,1,22,0,0,2,0,0,0,25561,26951,26570,28085,27009,28142,2134,1000,2001,910,1510,500,162318,8055,0.0496248105570546,3.24636,0.3333333333333333,2,1,0,0.39527716428753856,High Risk
110000,2,1,2,24,0,0,2,2,0,0,9334,108868,96998,94480,90860,85529,100082,4200,0,3000,3140,4900,486069,115322,0.23725438157957,4.418809090909091,0.6666666666666666,2,2,0,0.25410379056395865,Medium Risk
50000,2,3,1,47,0,0,0,0,2,0,29336,30502,31161,25294,24843,19576,1641,1300,1629,0,1000,1007,160712,6577,0.0409241375877345,3.21424,0.3333333333333333,2,1,0,0.433046867104698,High Risk
90000,2,2,2,28,0,0,0,0,0,-1,81553,39759,29601,20650,0,0,2000,1396,1050,0,0,0,171563,4446,0.0259146785728857,1.906255555555556,-0.1666666666666666,0,0,0,0.24871518593254954,Medium Risk
50000,2,3,1,51,0,0,0,0,0,0,22000,20454,21899,20895,11241,-861,2000,2100,2000,1000,0,39500,95628,46600,0.4873049734387418,1.91256,0.0,0,0,1,0.2615204735548522,Medium Risk
240000,2,1,2,36,1,-1,0,0,0,0,0,18000,18485,17406,19345,21134,18000,2000,2000,2000,3000,2000,94370,29000,0.3073010490622019,0.3932083333333333,0.0,1,1,0,0.3437387143350938,High Risk
80000,2,2,3,36,0,0,0,0,0,0,63908,55028,44654,42464,38320,40586,10051,5013,3044,5006,5012,5046,284960,33172,0.1164093206064009,3.562,0.0,0,0,0,0.17586506664615353,Medium Risk
50000,1,2,2,30,0,0,0,0,0,0,22459,48535,49350,26499,21071,18713,26499,2248,1332,544,713,3703,186627,35039,0.1877488251967828,3.73254,0.0,0,0,0,0.2820535672724809,Medium Risk
150000,1,1,2,37,0,0,0,0,0,0,45000,44386,46505,49103,51698,52549,3000,2500,3000,3000,1546,2000,289241,15046,0.0520189046504472,1.9282733333333333,0.0,0,0,0,0.16820302004145368,Medium Risk
230000,2,2,2,36,1,-1,-1,-1,-1,-1,2404,681,4048,0,5092,7452,687,4053,0,5092,7464,2485,19677,19781,1.005285358540428,0.0855521739130434,-0.6666666666666666,1,1,0,0.3858458709134496,High Risk
260000,1,1,2,39,3,2,0,0,0,0,235799,124838,116164,106976,96938,98502,13,4276,3716,3600,3604,105642,779217,120851,0.1550928688670806,2.9969884615384617,0.8333333333333334,3,2,0,0.6876116736423998,Very High Risk
120000,2,2,1,40,0,0,0,0,0,0,109399,109397,36850,37739,38381,39142,3900,1700,1500,1400,1400,1500,370908,11400,0.0307353845158368,3.0909,0.0,0,0,0,0.22402727338979073,Medium Risk
190000,1,3,1,44,-1,2,-1,2,-1,0,291,291,582,291,582,291,0,582,0,582,0,291,2328,1455,0.625,0.0122526315789473,0.1666666666666666,2,2,0,0.4879458489714063,High Risk
300000,2,1,2,39,0,0,0,0,2,0,89792,91558,93741,99802,97711,99538,4500,5000,8000,0,4000,4200,572142,25700,0.0449189187299656,1.90714,0.3333333333333333,2,1,0,0.263402182045535,Medium Risk
50000,1,2,2,34,0,-1,0,0,0,0,48973,50601,49805,27605,29447,30045,91000,1200,600,29057,1076,1300,236476,124233,0.5253514098682319,4.72952,-0.1666666666666666,0,0,0,0.2195861610586723,Medium Risk
20000,1,2,1,31,1,4,3,2,0,0,21676,21054,20442,19773,20238,18062,0,0,0,1000,1000,1000,121245,3000,0.0247432883830261,6.06225,1.6666666666666667,4,4,0,0.7225784881978277,Very High Risk
450000,1,2,2,32,0,0,0,0,0,0,166295,147549,234421,240020,240016,223545,5771,90000,10517,8801,8265,9000,1251846,132354,0.1057270622744331,2.78188,0.0,0,0,0,0.11305268977102415,Low Risk
200000,2,3,1,38,0,0,0,-1,-1,2,60473,151786,109495,13785,22173,10482,101796,29894,13943,21865,0,26218,368194,193716,0.5261248146357627,1.84097,0.0,2,1,0,0.22134973621039952,Medium Risk
230000,2,2,1,30,-1,-1,-1,0,-1,-1,3686,5557,5816,1288,23196,15072,5619,5838,7,23312,15147,16518,54615,66441,1.2165339192529523,0.2374565217391304,-0.8333333333333334,0,0,0,0.27569337348935496,Medium Risk
30000,2,2,2,36,-1,-1,-1,0,0,-1,390,390,780,390,0,780,390,780,0,0,780,0,2730,1950,0.7142857142857143,0.091,-0.6666666666666666,0,0,0,0.40108405761872323,High Risk
50000,2,1,2,27,2,3,2,2,2,2,34044,33202,34370,34806,35433,36216,0,2000,1300,1500,1500,1500,208071,7800,0.0374872038871346,4.16142,2.1666666666666665,3,6,1,0.8712278728740299,Very High Risk
130000,1,3,2,43,1,-1,-1,-1,-1,-1,1018,6377,-2,935,4985,1212,6433,2,937,4990,1215,9546,14525,23123,1.591944922547332,0.1117307692307692,-0.6666666666666666,1,1,1,0.3669279281660946,High Risk
100000,2,2,1,28,-1,-1,-1,-1,-1,-1,316,316,316,316,2588,782,316,316,316,2588,1098,0,4634,4634,1.0,0.04634,-1.0,-1,0,1,0.35127581592874113,High Risk
80000,1,1,2,31,-1,-1,-1,-1,2,-1,5994,32223,8308,4082,538,4085,13647,8314,4082,0,4085,0,55230,30128,0.5455006337135615,0.690375,-0.5,2,1,0,0.4374260331316654,High Risk
30000,1,2,2,32,1,2,2,0,0,0,29095,30819,29214,29478,23384,22428,2500,0,910,1000,1000,1000,164418,6410,0.0389859990998552,5.4806,0.8333333333333334,2,3,0,0.6873109387461496,Very High Risk
90000,2,2,2,24,0,0,-1,-1,-1,-1,24179,0,0,0,0,0,0,0,0,0,0,0,24179,0,0.0,0.2686555555555555,-0.6666666666666666,0,0,0,0.2765267466107389,Medium Risk
360000,2,2,1,46,-1,-1,-1,-1,-1,-1,6402,13301,3762,7483,6399,9145,13389,3785,7527,6418,9187,15762,46492,56068,1.2059709197281252,0.1291444444444444,-1.0,-1,0,1,0.1446293867186122,Low Risk
340000,2,2,2,29,0,-1,-1,-1,0,0,43733,16584,16498,100928,26083,20214,16787,16514,100940,20229,25,8,224040,154503,0.6896223888591323,0.6589411764705883,-0.5,0,0,0,0.09943231951020508,Low Risk
30000,2,2,1,43,0,0,0,0,2,2,27862,29106,29784,29884,27833,29459,2000,1500,2000,0,3000,0,173928,8500,0.0488707971114484,5.7976,0.6666666666666666,2,2,0,0.5012576730420826,Very High Risk
200000,2,2,1,41,0,-1,-1,-1,0,0,6981,678,1287,54531,55229,56836,1000,1350,54531,2200,2500,2300,175542,63881,0.3639072130886056,0.87771,-0.5,0,0,0,0.22298222627462996,Medium Risk
170000,2,1,1,40,-1,-1,-1,-1,-1,-1,511,997,2446,720,236,210,1001,2446,720,236,210,52,5120,4665,0.9111328125,0.0301176470588235,-1.0,-1,0,0,0.33336244772902557,High Risk
20000,2,3,1,53,0,0,0,0,0,0,12197,13292,14362,14821,15143,15737,1600,1600,1000,710,1000,1000,85552,6910,0.0807695904245371,4.2776,0.0,0,0,0,0.33303448941686775,High Risk
300000,2,1,1,31,0,0,0,0,0,0,149893,152529,152882,113347,114554,116357,7000,6000,4084,4056,4300,6609,799562,32049,0.0400831955495633,2.6652066666666667,0.0,0,0,0,0.14027848051911607,Low Risk
140000,2,2,1,26,0,0,0,0,0,0,128720,129996,132004,127275,48724,48875,6450,7000,5000,2000,2000,2000,615594,24450,0.0397177360403122,4.3971,0.0,0,0,0,0.2406831502068335,Medium Risk
120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,83802,4712,0.0562277749934369,0.69835,0.3333333333333333,2,1,0,0.47078480878986184,High Risk
80000,2,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,540,390,390,390,390,540,390,2490,2490,1.0,0.031125,-1.0,-1,0,0,0.4520584551477589,High Risk
50000,2,2,1,41,2,2,2,0,0,0,36329,36711,28415,18459,16077,12428,3406,0,640,660,296,60,148419,5062,0.0341061454396,2.96838,1.0,2,3,1,0.7426351492623916,Very High Risk
20000,2,1,1,34,0,0,0,0,0,0,14676,15721,19335,20029,20473,19860,1286,3900,1000,900,900,600,110094,8586,0.0779879012480244,5.5047,0.0,0,0,1,0.27111344950643135,Medium Risk
270000,2,1,2,29,0,0,0,0,0,0,125120,102046,91426,93262,96104,98374,4000,2969,3000,4000,3500,3450,606332,20919,0.0345009004967575,2.245674074074074,0.0,0,0,0,0.18519033569270688,Medium Risk
100000,1,2,2,26,-1,2,-1,0,-1,-1,214,107,214,107,107,38362,0,214,0,107,38362,1600,39111,40283,1.0299659942215744,0.39111,-0.3333333333333333,2,1,1,0.4065993403869095,High Risk
130000,2,1,2,26,-1,-1,-1,-1,-1,-1,0,365,894,6006,1385,1666,365,894,6006,1385,1666,0,10316,10316,1.0,0.0793538461538461,-1.0,-1,0,0,0.258021954757023,Medium Risk
30000,2,2,1,38,0,0,0,0,0,0,23819,15367,10159,9859,8360,4101,1553,1033,381,384,404,1297,71665,5052,0.0704946626665736,2.3888333333333334,0.0,0,0,0,0.29639218474077156,Medium Risk
80000,2,2,1,27,0,-1,-1,-1,-1,-1,20417,3061,7920,2830,3092,2315,3082,7932,2838,3112,2333,0,39635,19297,0.4868676674656238,0.4954375,-0.8333333333333334,0,0,0,0.2741775602398536,Medium Risk
80000,2,1,2,26,0,0,0,0,0,0,124224,124762,125778,128293,127839,128714,4574,4737,5753,5000,4330,4341,759610,28735,0.037828622582641,9.495125,0.0,0,0,0,0.28523076444276374,Medium Risk
320000,1,3,2,28,-1,0,0,-1,-1,0,67264,67207,0,2615,221073,225361,3231,0,2615,228975,8176,8226,583520,251223,0.4305302303262955,1.8235,-0.5,0,0,0,0.09661784166897192,Low Risk
500000,2,2,2,37,0,0,0,0,0,0,51652,29550,33040,30757,35559,38981,5300,4000,3000,5300,5000,5000,219539,27600,0.1257179817708926,0.439078,0.0,0,0,0,0.0957339849560139,Low Risk
130000,1,1,2,30,0,0,0,0,0,0,4536,5616,6455,6791,6991,0,1161,1000,336,200,0,0,30389,2697,0.0887492184672085,0.2337615384615384,0.0,0,0,0,0.337111550853798,High Risk
110000,2,2,1,48,0,0,0,0,0,0,108668,111162,107172,107629,106628,106903,4322,5369,4003,3806,4050,3672,648162,25222,0.0389131112283657,5.892381818181819,0.0,0,0,0,0.26655111584565794,Medium Risk
360000,1,2,1,44,1,-1,-1,-1,-1,-1,-3,583,-17,3440,1368,146,586,0,3457,1375,200,754,5517,6372,1.154975530179445,0.015325,-0.6666666666666666,1,1,0,0.42424849263369413,High Risk
500000,2,2,1,31,-1,-1,-1,0,0,0,2181,5625,60201,45299,40940,16923,5700,60207,1000,838,4476,24236,171169,96457,0.5635190951632597,0.342338,-0.5,0,0,0,0.08702421246323414,Low Risk
100000,2,2,1,40,0,0,0,0,0,0,90828,83479,73749,68512,72518,65890,3523,3025,2344,5000,3000,2000,454976,18892,0.0415230693487129,4.54976,0.0,0,0,0,0.23468248736363798,Medium Risk
70000,2,1,2,25,0,0,0,0,0,0,71106,67954,68976,49145,49688,47780,3292,3290,1706,1759,1729,1717,354649,13493,0.0380460680842184,5.066414285714286,0.0,0,0,0,0.2547291683522581,Medium Risk
190000,2,2,2,44,0,0,0,0,0,0,162051,168517,169675,171908,153857,153988,17917,7601,7602,6010,6010,6001,979996,51141,0.0521849068771709,5.157873684210526,0.0,0,0,0,0.18657492717067986,Medium Risk
180000,2,1,2,34,0,0,0,0,0,0,43374,38842,37895,36002,31173,30832,2100,2000,5000,1500,1500,1500,218118,13600,0.0623515711678999,1.2117666666666669,0.0,0,0,0,0.15824054387948744,Medium Risk
20000,1,1,2,42,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,6300,0,0.0,0.315,2.6666666666666665,3,6,1,0.934504092026321,Very High Risk
400000,2,1,2,31,-1,-1,-1,-1,-1,-1,203,767,664,1250,-10,2174,770,667,1256,0,2184,0,5048,4877,0.9661251980982568,0.01262,-1.0,-1,0,0,0.22967746142497697,Medium Risk
200000,2,1,2,30,0,0,0,0,0,0,38540,38898,39669,40167,37162,36557,1928,1699,1557,1279,962,2178,230993,9603,0.0415726883498634,1.154965,0.0,0,0,0,0.15363552250995532,Medium Risk
50000,2,2,2,43,-1,0,0,0,0,0,26342,27457,27381,17930,18128,18490,1547,1251,1200,600,627,759,135728,5984,0.0440881763527054,2.71456,-0.1666666666666666,0,0,0,0.27027103458325064,Medium Risk
240000,2,3,2,37,1,-1,-1,-1,-1,-1,-3,-3,2486,2500,580,490,0,2489,2500,580,490,177,6050,6236,1.0307438016528925,0.0252083333333333,-0.6666666666666666,1,1,0,0.45942737967436537,High Risk
200000,1,1,2,37,0,0,0,0,0,0,118134,126591,134110,139209,135902,138997,15034,20038,20019,5014,10047,10238,792943,80390,0.1013818143296554,3.964715,0.0,0,0,0,0.12684883531015456,Low Risk
160000,2,2,2,25,0,0,0,0,0,0,45835,45474,42601,33581,29827,19056,2000,2000,1400,600,0,0,216374,6000,0.0277297642045717,1.3523375,0.0,0,0,0,0.19089850548256038,Medium Risk
50000,1,1,1,32,0,0,0,0,0,0,25411,26989,28245,29176,28696,29321,2000,2000,1500,1000,913,1800,167838,9213,0.054892217495442,3.35676,0.0,0,0,1,0.2915397780976753,Medium Risk
260000,2,1,2,26,0,0,0,0,0,0,144112,144619,142380,141746,112938,110346,5033,5046,4573,4000,3800,4000,796141,26452,0.0332252703980827,3.062080769230769,0.0,0,0,0,0.186360766432786,Medium Risk
30000,2,2,2,24,0,0,0,2,0,0,28218,28704,30428,28914,29357,29955,2000,3600,0,1200,1200,1300,175576,9300,0.0529685150590057,5.852533333333334,0.3333333333333333,2,1,0,0.4274603316919038,High Risk
150000,2,1,2,36,0,0,0,0,0,2,127204,247984,125502,129589,133145,139322,5900,5000,6163,7200,10500,4900,902746,39663,0.0439359465453184,6.018306666666667,0.3333333333333333,2,1,1,0.44382738690684975,High Risk
60000,1,1,2,39,1,2,0,0,0,0,60037,50524,58025,59724,28575,39402,0,9000,3000,1200,11500,3000,296287,27700,0.0934904332623436,4.938116666666667,0.5,2,2,1,0.6339731830009679,Very High Risk
90000,2,1,2,24,2,2,2,2,0,0,14085,13558,12193,12986,11831,12488,0,2000,1300,700,1000,3500,77141,8500,0.1101878378553557,0.8571222222222222,1.3333333333333333,2,4,1,0.8076578406534546,Very High Risk
30000,2,3,1,29,1,2,2,2,2,2,27705,28452,29693,30206,30309,28218,1500,2000,1500,1044,0,2000,174583,8044,0.0460755056334236,5.8194333333333335,1.8333333333333333,2,6,1,0.837496113224556,Very High Risk
420000,2,1,1,32,-1,-1,-1,-1,-1,-1,8871,358,0,0,20,0,358,0,0,20,0,0,9249,378,0.0408692831657476,0.0220214285714285,-1.0,-1,0,0,0.22770886342789123,Medium Risk
110000,1,2,2,24,2,2,2,2,2,2,101402,104878,105325,102220,107970,103301,6600,3700,0,7500,0,3906,625096,21706,0.0347242663526882,5.682690909090909,2.0,2,6,0,0.8527355778802018,Very High Risk
20000,1,2,2,22,0,0,0,0,0,0,4341,5356,6376,7382,7375,7531,1245,1265,1271,264,275,900,38361,5220,0.1360757018847266,1.91805,0.0,0,0,0,0.3697631075388659,High Risk
500000,2,1,2,42,0,0,0,0,0,0,237066,171440,177859,159518,186563,168083,20000,50000,10000,50000,20000,50000,1100529,200000,0.1817307858311775,2.201058,0.0,0,0,0,0.06755560837671304,Low Risk
70000,2,2,2,25,1,2,0,0,0,0,73167,70238,70640,71298,70930,72491,0,2600,3000,3000,6000,0,428764,14600,0.0340513662527637,6.1252,0.5,2,2,0,0.6483299035167417,Very High Risk
60000,1,3,2,24,-1,0,0,0,0,0,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,133523,16990,0.12724399541652,2.2253833333333333,-0.1666666666666666,0,0,0,0.21926996577883429,Medium Risk
210000,2,4,2,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1,0,0,0.16917585323720968,Medium Risk
200000,2,1,2,45,-1,-1,-1,-1,-1,-1,2377,221,0,0,0,0,221,0,0,0,0,0,2598,221,0.0850654349499615,0.01299,-1.0,-1,0,0,0.26675808405163826,Medium Risk
170000,2,1,2,23,0,0,0,0,0,0,15639,14431,15437,13838,14915,10090,1265,3437,2115,2920,1500,1053,84350,12290,0.1457024303497332,0.4961764705882353,0.0,0,0,0,0.17124222925086202,Medium Risk
200000,2,3,1,50,0,0,0,0,0,0,162296,169288,168430,100175,95267,87086,13000,6900,4200,3000,3200,6000,782542,36300,0.0463872865609769,3.91271,0.0,0,0,0,0.21662253885989957,Medium Risk
500000,1,1,2,36,0,0,0,0,0,0,34639,41481,25747,5749,10370,14161,10010,8078,2000,5000,6000,15000,132147,46088,0.348763119858945,0.264294,0.0,0,0,0,0.09758425529638684,Low Risk
80000,1,2,2,27,0,0,0,0,0,2,48329,45920,47186,46882,49170,48269,5004,5013,5000,4000,0,2002,285756,21019,0.0735557608589146,3.57195,0.3333333333333333,2,1,0,0.3663168062981892,High Risk
50000,2,2,2,23,0,0,0,0,0,0,49809,50364,38429,18815,18305,19013,2040,2766,1690,1000,1000,1000,194735,9496,0.0487637045215292,3.8947,0.0,0,0,0,0.2833959294592292,Medium Risk
30000,2,1,1,33,0,0,0,0,0,0,27729,28138,28285,28463,29303,29766,1500,1500,1500,1300,1100,1032,171684,7932,0.0462011602711959,5.7228,0.0,0,0,0,0.3454363027152819,High Risk
150000,1,4,2,24,0,0,-1,0,0,0,10459,11445,122175,111847,76628,64200,2516,122685,3328,2230,2062,1891,396754,134712,0.339535329196429,2.645026666666667,-0.1666666666666666,0,0,0,0.10770599951201411,Low Risk
130000,1,1,1,42,-1,2,-1,-1,0,0,390,390,955,1170,1170,780,0,955,1170,0,0,0,4855,2125,0.4376930998970134,0.0373461538461538,-0.1666666666666666,2,1,1,0.5356026365851563,Very High Risk
120000,2,3,1,69,0,0,0,0,0,0,106775,108715,100937,102939,105307,106617,3810,3700,3658,4000,4515,3500,631290,23183,0.0367232175386906,5.26075,0.0,0,0,0,0.25526051301246333,Medium Risk
150000,2,3,1,39,2,2,2,0,0,0,151664,153994,147038,122498,75782,71306,6300,0,5000,3000,3000,3000,722282,20300,0.028105366048164,4.815213333333333,1.0,2,3,0,0.7720416441635245,Very High Risk
200000,2,2,2,27,-1,-1,-1,-1,-1,-1,6369,5830,7254,7164,4576,5792,5830,7254,7164,4675,5792,5196,36985,35911,0.9709612004866838,0.184925,-1.0,-1,0,0,0.17217652722524648,Medium Risk
20000,2,2,2,33,0,0,0,0,0,0,11635,12604,12870,12726,13336,2496,2000,1308,1000,1000,50,0,65667,5358,0.0815934944492667,3.28335,0.0,0,0,0,0.25164441264082676,Medium Risk
250000,1,1,1,37,-1,-1,-1,-1,-1,-1,-207,-207,-207,-207,11361,700,0,0,0,11568,700,0,11233,12268,1.0921392326181787,0.044932,-1.0,-1,0,0,0.18422130269331657,Medium Risk
270000,1,4,2,39,1,-1,-1,-1,-1,-1,0,10193,69553,18607,0,0,10193,70213,19008,399,0,0,98353,99813,1.0148444887293728,0.3642703703703703,-0.6666666666666666,1,1,0,0.2539798872525809,Medium Risk
30000,1,2,1,47,2,2,2,0,0,0,24081,29818,28966,26902,25426,26799,6155,0,1030,1049,5000,482,161992,13716,0.0846708479431083,5.399733333333334,1.0,2,3,1,0.7594503946683522,Very High Risk
10000,1,3,2,48,0,0,0,0,0,0,8858,9548,9540,9735,8070,0,1228,1000,195,161,0,0,45751,2584,0.0564796397892942,4.5751,0.0,0,0,0,0.3710010336932372,High Risk
120000,2,2,1,34,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,0,0.49048891326686994,High Risk
280000,1,2,2,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,1604834,63364,0.0394832113477157,5.73155,0.0,0,0,0,0.20565940027777965,Medium Risk
260000,1,2,1,45,-1,-1,-1,-1,-1,-1,3814,2688,500,2870,1141,679,2861,500,2870,1141,679,0,11692,8051,0.6885904892234006,0.0449692307692307,-1.0,-1,0,0,0.24830432705992772,Medium Risk
30000,1,2,2,23,0,0,2,2,2,-1,19321,23985,23321,25809,24985,700,5320,0,3316,0,700,0,118121,9336,0.079037597040323,3.9373666666666662,0.8333333333333334,2,3,1,0.6343922079880119,Very High Risk
140000,1,2,1,41,2,2,2,2,2,2,73259,75063,73305,78454,79571,78176,3600,0,7000,3000,0,8000,457828,21600,0.0471792900390539,3.2702,2.0,2,6,1,0.8863913548965479,Very High Risk
360000,2,1,2,27,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,1,0.43614295874087394,High Risk
380000,2,3,1,44,0,0,0,0,-1,-1,7234,4772,4519,3818,4096,4058,1500,2000,2023,4102,4448,7274,28497,21347,0.7490963961118714,0.0749921052631579,-0.3333333333333333,0,0,0,0.17420681953219566,Medium Risk
10000,1,2,2,24,0,0,0,2,0,0,11035,12349,13598,9378,4883,5001,1500,1528,0,730,199,100,56244,4057,0.0721321385392219,5.6244,0.3333333333333333,2,1,1,0.5908465541426029,Very High Risk
30000,2,2,1,23,2,2,2,2,2,2,26795,29654,28879,30892,30500,0,3300,0,2500,0,0,0,146720,5800,0.0395310796074154,4.890666666666666,2.0,2,6,0,0.8470478871222876,Very High Risk
50000,1,2,2,28,0,0,0,0,0,0,2940,3989,5116,4425,6353,15829,1100,1205,2000,2000,10000,1000,38652,17305,0.4477129255924661,0.77304,0.0,0,0,0,0.29662188240220766,Medium Risk
300000,1,1,1,42,0,0,0,0,0,0,23742,29184,27048,24113,21683,12680,10000,1976,1200,12689,0,11223,138450,37088,0.2678801011195377,0.4615,0.0,0,0,0,0.1757934264625834,Medium Risk
70000,2,1,1,35,4,4,3,2,0,0,77021,73268,70275,46045,42357,41026,0,2001,0,1666,1505,2079,349992,7251,0.0207176164026606,4.999885714285714,2.1666666666666665,4,4,0,0.7619800364164251,Very High Risk
250000,2,1,1,34,0,0,2,0,0,0,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,918942,39850,0.0433650872416322,3.675768,0.3333333333333333,2,1,0,0.31794199903575654,High Risk
180000,2,1,2,32,-1,-1,2,2,-1,-1,3139,5853,2821,0,2821,0,2821,0,0,2821,0,176,14634,5818,0.3975673090064234,0.0813,0.0,2,2,0,0.5029952582743598,Very High Risk
80000,2,1,1,45,0,0,0,0,0,0,77402,78997,79821,79308,52172,50266,2900,3600,10002,1754,1765,3795,417966,23816,0.056980711349727,5.224575,0.0,0,0,0,0.32868816607901985,High Risk
370000,2,3,1,35,-1,-1,0,-1,0,0,5886,4821,6823,26501,32774,32645,8190,6000,27011,15004,10000,10000,109450,76205,0.6962539972590224,0.2958108108108108,-0.5,0,0,0,0.11698596674442821,Low Risk
50000,2,2,1,37,0,0,0,0,0,0,50664,49163,49811,49978,20062,20259,3000,2500,2000,1102,2000,2900,239937,13502,0.0562731050234019,4.79874,0.0,0,0,0,0.34007512995446837,High Risk
190000,1,2,2,36,0,0,0,0,0,0,154456,142409,119290,99767,101761,105150,6176,5000,3815,3614,5000,5000,722833,28605,0.0395734561095024,3.804384210526316,0.0,0,0,1,0.18839874460193604,Medium Risk
260000,2,2,1,46,-1,-1,-1,-1,-1,-1,0,135,0,0,109,945,135,0,0,109,945,9300,1189,10489,8.821698906644238,0.0045730769230769,-1.0,-1,0,0,0.2639479464951988,Medium Risk
90000,2,2,1,27,2,2,2,0,0,0,85753,87510,85188,87112,169533,90316,4000,0,4200,3285,7787,4000,605412,23272,0.0384399384220993,6.7268,1.0,2,3,1,0.8073840568336682,Very High Risk
500000,1,2,1,49,-1,-1,0,0,0,0,5157,77667,94159,95209,97952,202991,77677,20000,3500,4371,107500,0,573135,213048,0.3717239393860085,1.14627,-0.3333333333333333,0,0,0,0.06282525481151195,Low Risk
260000,1,3,2,31,0,0,0,0,0,0,257920,256117,232981,202190,202800,202490,10036,8185,6715,7033,6728,6882,1354498,45579,0.0336501050573718,5.209607692307692,0.0,0,0,0,0.36242438296371793,High Risk
260000,1,1,1,37,-1,-1,-1,-1,-1,-1,5275,-200,-200,2515,0,20532,0,0,2715,0,20532,0,27922,23247,0.8325693001933959,0.1073923076923076,-1.0,-1,0,0,0.3090369187298701,High Risk
90000,2,3,2,24,-1,-1,-1,-1,-1,-1,595,207,18189,557,0,0,207,18281,557,0,0,0,19548,19045,0.97426846736239,0.2172,-1.0,-1,0,1,0.24429752094483237,Medium Risk
230000,2,1,2,37,-1,-1,-1,-1,-1,-1,2283,50815,0,0,299,338,51315,0,0,299,338,0,53735,51952,0.966818647064297,0.2336304347826087,-1.0,-1,0,0,0.19628971047692595,Medium Risk
